account_id,segment,seat_count,region,created_at
d4255099-8822-44c6-be67-04b410d04a09,ENTERPRISE,53,APAC,2025-12-30 07:04:25.605141
e8aee661-bab3-4ab6-8ff0-f5b106c089d6,ENTERPRISE,110,NA,2025-12-30 07:04:25.605166
6f8eb8f5-087d-4922-ae65-325c8298ad22,SMB,6,APAC,2025-12-30 07:04:25.605191
b93c8cb6-009b-47d0-9764-bff2dbaa5f83,ENTERPRISE,92,NA,2025-12-30 07:04:25.605216
55e61052-7cc7-4c0a-a782-43934d22cadc,ENTERPRISE,117,APAC,2025-12-30 07:04:25.605244
bbacb80c-316c-41e5-a540-458bbc598f7f,MID_MARKET,28,NA,2025-12-30 07:04:25.605279
caf92cad-eb8a-4527-8f74-56a643a1e82a,ENTERPRISE,192,EU,2025-12-30 07:04:25.605320
827cc43c-65bf-466b-a266-569b88a2fb7b,SMB,6,NA,2025-12-30 07:04:25.605358
a8ddc23e-24f6-4031-a972-7992049bdf85,ENTERPRISE,198,EU,2025-12-30 07:04:25.605389
2f75e56d-f188-4001-8374-537ba7efa375,SMB,8,NA,2025-12-30 07:04:25.605412
a56c4dfa-78bb-465e-a327-7a9dda70fe86,MID_MARKET,42,APAC,2025-12-30 07:04:25.605439
82a2d1a1-7fb5-4eb0-a28b-132ce18e8b30,MID_MARKET,13,APAC,2025-12-30 07:04:25.605468
3bf76a1d-f49e-45bc-a147-b943b93b1d2a,SMB,5,NA,2025-12-30 07:04:25.605493
1ad18eb2-9cea-4600-b437-1d1fd1623510,SMB,6,NA,2025-12-30 07:04:25.605526
2322a167-a331-4a36-af5d-d466eef4972b,ENTERPRISE,195,NA,2025-12-30 07:04:25.605558
964ba0eb-d742-424e-a8c3-a7cf8a03a2e2,MID_MARKET,49,NA,2025-12-30 07:04:25.605585
ad0c3d37-6093-430e-9589-7e05d4884c03,MID_MARKET,46,EU,2025-12-30 07:04:25.605611
872200e4-26c2-457d-ae93-7aba209f2220,ENTERPRISE,102,EU,2025-12-30 07:04:25.605631
dbb3699a-90ea-444a-a6f6-22f7ca58f487,SMB,7,NA,2025-12-30 07:04:25.605650
adb74d7d-24d8-45ae-bd5a-2d07a72b8a1a,MID_MARKET,29,EU,2025-12-30 07:04:25.605669
68ee1408-23da-4214-a41a-0f41fe855cf0,ENTERPRISE,68,NA,2025-12-30 07:04:25.605689
8da6be8b-c926-4f4e-b2a9-b8968ccb23d7,MID_MARKET,46,APAC,2025-12-30 07:04:25.605708
85ed88d8-e020-4026-87fb-3224324f9543,SMB,6,EU,2025-12-30 07:04:25.605727
ba8b15c6-c916-4539-bb83-9efa3ae64ab3,SMB,8,APAC,2025-12-30 07:04:25.605746
5abe8cb6-2f94-4631-8eb9-580cd1fad264,ENTERPRISE,144,NA,2025-12-30 07:04:25.605765
b210434e-cce5-49cf-bdf1-207fe9f3e77a,SMB,7,EU,2025-12-30 07:04:25.605785
fba6e9d3-3117-4ffa-8dfc-452b3743d3e7,ENTERPRISE,185,NA,2025-12-30 07:04:25.605806
619233c2-d9ae-404c-a86e-4434c778b02a,MID_MARKET,29,APAC,2025-12-30 07:04:25.605826
4e8aeae2-1929-453d-9e54-52a5f4393815,SMB,5,NA,2025-12-30 07:04:25.605845
073885d8-d654-45c0-9099-d3b41aecd8b0,ENTERPRISE,191,NA,2025-12-30 07:04:25.605866
95b60ce5-b3c5-4ec0-a005-b6dec9c07a60,SMB,6,EU,2025-12-30 07:04:25.605885
31c1c323-c577-494e-ae18-a17e30ee13de,SMB,7,EU,2025-12-30 07:04:25.605904
244f7cb1-e828-4c57-a5ea-3d96d6065c36,SMB,3,NA,2025-12-30 07:04:25.605923
faf3a4c1-70e4-4341-af43-b6e45bf1cc99,SMB,7,NA,2025-12-30 07:04:25.605942
7389e323-ae18-4e94-8097-eb563bdb5290,SMB,5,EU,2025-12-30 07:04:25.605961
8ed200bc-ac8e-4aa9-899d-38a486a9bcd7,SMB,10,EU,2025-12-30 07:04:25.605980
540c1edf-dce1-4fcd-8372-98292b6068c0,SMB,3,NA,2025-12-30 07:04:25.606000
1f3e9bd1-ee17-488c-8b94-438b1bf5d908,ENTERPRISE,88,EU,2025-12-30 07:04:25.606023
a66cab4d-2b95-4325-a99b-83a9aa58a40b,MID_MARKET,47,EU,2025-12-30 07:04:25.606042
e45a9045-9c85-43c6-935d-a7e8190bb977,SMB,3,NA,2025-12-30 07:04:25.606061
49b4ac93-73e2-4926-9cee-39ffce920205,ENTERPRISE,60,APAC,2025-12-30 07:04:25.606080
07dddda9-b653-4fe4-b039-e2423d712843,SMB,6,EU,2025-12-30 07:04:25.606101
da4ff1db-2d87-4fbf-81be-4dda2318c488,SMB,9,APAC,2025-12-30 07:04:25.606121
89227abf-b903-4689-9743-84c91a7942bb,MID_MARKET,25,APAC,2025-12-30 07:04:25.606141
cecf8bdb-ef8e-4b4d-98a2-4363cd59d760,ENTERPRISE,95,APAC,2025-12-30 07:04:25.606160
24f08962-2343-40ce-a71d-dfac84f56610,SMB,8,APAC,2025-12-30 07:04:25.606179
8c95c32a-e09c-4b13-bb72-e994690ff506,SMB,6,NA,2025-12-30 07:04:25.606198
cfb76622-573c-4f42-80d8-03addcfe0d2b,MID_MARKET,16,NA,2025-12-30 07:04:25.606217
928858bd-3676-4149-85e2-b740a8f41fba,SMB,10,NA,2025-12-30 07:04:25.606235
6c2229a5-382f-4063-bf17-f64474acff82,MID_MARKET,39,NA,2025-12-30 07:04:25.606255
1f864f85-7508-4166-b97d-59b5838f935f,MID_MARKET,24,NA,2025-12-30 07:04:25.606274
451067a2-e877-4383-814a-eb8dd0841fea,MID_MARKET,35,NA,2025-12-30 07:04:25.606293
8b5681bf-db18-4044-a91a-a28ac89b7547,ENTERPRISE,121,NA,2025-12-30 07:04:25.606312
b70061bd-5e72-43cb-9ce8-9853e7d458c1,MID_MARKET,44,NA,2025-12-30 07:04:25.606333
e5365e94-c950-4531-9acb-c4a5473ed45c,SMB,7,NA,2025-12-30 07:04:25.606352
ca8f699b-c4f4-4436-abdf-2fc9f80517ef,ENTERPRISE,117,NA,2025-12-30 07:04:25.606371
f5b21215-7ec6-424e-a07f-5f5d220b52cb,MID_MARKET,32,EU,2025-12-30 07:04:25.606391
967ceea9-96bf-418c-8d03-7a454495d4e5,SMB,4,NA,2025-12-30 07:04:25.606410
6ad80cf0-51a3-4374-8530-be6acf1fae57,MID_MARKET,26,NA,2025-12-30 07:04:25.606434
8d9aab53-2209-4c10-97b8-6e4c07e787fd,SMB,6,NA,2025-12-30 07:04:25.606455
02876af0-4166-4fde-8e9e-809f3e67823b,SMB,8,EU,2025-12-30 07:04:25.606474
fcf64690-7c6f-4c90-bc0d-0ffd24d24491,MID_MARKET,17,EU,2025-12-30 07:04:25.606493
b3b2f567-2be1-4abb-8f9d-a2f16e714ad6,SMB,7,EU,2025-12-30 07:04:25.606514
f4b126f4-98f0-489c-88bb-6be3eefada46,SMB,7,EU,2025-12-30 07:04:25.606533
07d1f935-605e-4739-a44e-99c0b1129dd2,SMB,9,EU,2025-12-30 07:04:25.606552
ece8319f-6c46-4050-8fde-a1db69dfb57d,ENTERPRISE,195,NA,2025-12-30 07:04:25.606571
7a4f89db-348b-44ab-861d-abc6d4e1ae5b,MID_MARKET,10,NA,2025-12-30 07:04:25.606590
b651b6b1-1ff9-4862-a587-a9ac50df91ee,SMB,8,EU,2025-12-30 07:04:25.606609
3b57cedd-4a6a-4d4b-bc58-230bbbf14761,SMB,6,EU,2025-12-30 07:04:25.606632
575cce49-89da-4c53-9400-63d9a66b1f16,MID_MARKET,20,EU,2025-12-30 07:04:25.606651
2cdb5454-37d3-49ff-b9da-95de990a4c42,SMB,8,NA,2025-12-30 07:04:25.606670
2dbd1de9-ed7c-4245-bfa9-eddb6a42a570,ENTERPRISE,110,EU,2025-12-30 07:04:25.606689
eef8a12e-63d6-4efb-8960-f9dcab689207,SMB,6,NA,2025-12-30 07:04:25.606708
a8977f68-925b-488d-bdd7-2310ad2ec0fb,SMB,10,EU,2025-12-30 07:04:25.606727
7c01b145-9098-4310-80f0-4cbdcd367b9a,MID_MARKET,39,NA,2025-12-30 07:04:25.606746
2a3a5680-faf5-4488-bd5f-51f63552578c,MID_MARKET,22,EU,2025-12-30 07:04:25.606765
f3925a5e-a01d-4c74-98d9-ee7bcd9fc22a,SMB,9,NA,2025-12-30 07:04:25.606784
3054de14-405b-4335-be85-8c865cb140d6,MID_MARKET,10,APAC,2025-12-30 07:04:25.606802
48d2297c-8bbf-4ba0-b1f8-a4e5935a0091,ENTERPRISE,77,APAC,2025-12-30 07:04:25.606821
ea42a979-8843-47f6-8d45-2072cdce328e,SMB,10,NA,2025-12-30 07:04:25.606840
23ba38a4-ecfe-4a8f-bc2d-27f78f361d4c,SMB,4,EU,2025-12-30 07:04:25.606859
b1f1ff57-5a78-49f6-a9a4-44afd3b127d6,MID_MARKET,43,APAC,2025-12-30 07:04:25.606878
db289266-c914-458d-9800-491a7d8872ed,MID_MARKET,38,EU,2025-12-30 07:04:25.606899
4eb48c7e-f00e-4f03-8e00-1cb35ca7fae8,MID_MARKET,42,NA,2025-12-30 07:04:25.606918
cf072eb0-0eaa-4c66-a482-b3ac4e392079,ENTERPRISE,164,APAC,2025-12-30 07:04:25.606937
cc3221f6-d3bb-4e0a-8786-770b59a344f1,MID_MARKET,40,EU,2025-12-30 07:04:25.606956
6c4c24eb-b2b1-42c4-97b0-68c1c5e7b73f,MID_MARKET,50,NA,2025-12-30 07:04:25.606975
453e541d-ed3b-4171-aa0e-bd4d604b327c,MID_MARKET,41,EU,2025-12-30 07:04:25.606994
935d7121-d751-402f-b510-e15b1cf8fdf9,SMB,4,EU,2025-12-30 07:04:25.607013
4ff24e15-ddb1-4a75-8a3b-639ed4c9ff51,SMB,8,NA,2025-12-30 07:04:25.607032
3526df93-18b6-483b-9c90-6b3bd96de3ef,MID_MARKET,18,NA,2025-12-30 07:04:25.607050
c234d3b1-a17f-45e0-9434-aab83b2da056,SMB,5,EU,2025-12-30 07:04:25.607070
788d07c4-c98e-4aae-b0c1-98a8be8f4539,SMB,9,NA,2025-12-30 07:04:25.607089
90eb2b37-d5a6-471d-9cba-ac5397c624e8,SMB,3,NA,2025-12-30 07:04:25.607107
395f21d8-1501-4479-b891-337767cd0249,SMB,3,APAC,2025-12-30 07:04:25.607127
464a9136-2f15-4812-98f5-e597c615eaff,MID_MARKET,34,EU,2025-12-30 07:04:25.607146
f18999ff-504d-4e1b-aef4-57ad19370125,ENTERPRISE,126,APAC,2025-12-30 07:04:25.607164
dc93ea1e-f159-4f6a-9786-aec19352bc5f,ENTERPRISE,157,EU,2025-12-30 07:04:25.607183
9e24dadd-21b2-4686-82ec-1f461fb3acd0,MID_MARKET,48,APAC,2025-12-30 07:04:25.607202
7d5a6c47-f39e-438a-9a77-8680f7593a46,SMB,7,NA,2025-12-30 07:04:25.607221
984fa6b6-1a8b-4412-a245-a596e86e553e,SMB,8,EU,2025-12-30 07:04:25.607243
453e7b74-7768-49e6-a752-67550b646c28,MID_MARKET,20,APAC,2025-12-30 07:04:25.607262
8264e1f2-033f-4d94-a218-7857eb52e21f,ENTERPRISE,186,NA,2025-12-30 07:04:25.607281
9bee75a4-7714-49bc-b496-60147322a19a,SMB,3,NA,2025-12-30 07:04:25.607300
cc27550d-496d-4566-970a-c9af9c5ae281,SMB,10,NA,2025-12-30 07:04:25.607319
81478ff7-6d5e-4a3c-9864-69ac7781ad8b,SMB,8,NA,2025-12-30 07:04:25.607338
c97f850c-03ad-4fdf-ae16-6e86d79df3a8,SMB,9,NA,2025-12-30 07:04:25.607358
f0552468-79e3-4269-9508-070e42d0a164,ENTERPRISE,157,NA,2025-12-30 07:04:25.607377
384e5144-e5ab-4042-8d61-310692ef0b5a,SMB,3,EU,2025-12-30 07:04:25.607396
4497a560-2ae4-4bdd-9370-ad776f66e428,SMB,8,NA,2025-12-30 07:04:25.607415
8e3b022b-e7df-429a-b75b-f7a0bdd03dba,SMB,3,APAC,2025-12-30 07:04:25.607434
ba1eeabd-df2a-48f2-830d-2e2b7d2f8d9e,ENTERPRISE,101,APAC,2025-12-30 07:04:25.607453
0b484af1-b244-4a0e-beea-f90d6ccf410a,MID_MARKET,25,NA,2025-12-30 07:04:25.607472
4f73581a-d18a-42c4-bb1a-04854d5056c1,MID_MARKET,46,APAC,2025-12-30 07:04:25.607491
d42cdbc7-04ac-42d8-8ae1-940d025126cb,SMB,7,APAC,2025-12-30 07:04:25.607510
e7830379-2592-4b4d-b624-dc4857e3cbda,SMB,4,APAC,2025-12-30 07:04:25.607530
66bf66e2-8550-426a-8d60-6766d876666d,SMB,7,NA,2025-12-30 07:04:25.607549
280afc07-d521-4578-90d1-8154bb46634f,SMB,7,EU,2025-12-30 07:04:25.607567
ed1e03e1-df25-49b8-8683-a07504c9baca,ENTERPRISE,146,NA,2025-12-30 07:04:25.607586
df790351-fc6c-4567-ba60-b38199ea046b,MID_MARKET,14,EU,2025-12-30 07:04:25.607605
4f55d0e1-79fe-4514-8a71-4cf358efe4e3,MID_MARKET,25,NA,2025-12-30 07:04:25.607624
6afeb0ea-e3d7-472e-b58f-ed8e2933ef8a,MID_MARKET,48,APAC,2025-12-30 07:04:25.607643
85af4963-b763-407d-9f5a-0193770808be,MID_MARKET,46,APAC,2025-12-30 07:04:25.607661
dc59205a-df7e-4795-9128-ca6bf257ca0b,SMB,9,EU,2025-12-30 07:04:25.607681
b9f158ac-6856-42cc-880d-bbef58765594,SMB,8,NA,2025-12-30 07:04:25.607700
3486b3fd-1b76-410b-b32a-a26ec0e79b35,SMB,10,NA,2025-12-30 07:04:25.607719
c60a887a-4d32-4527-b9b1-74ba5ba5ec2f,ENTERPRISE,167,EU,2025-12-30 07:04:25.607738
ed34de92-ce14-4437-bea7-86720379e6b1,SMB,7,EU,2025-12-30 07:04:25.607757
b2015980-89fb-4f85-b0cf-919aba42f53c,ENTERPRISE,173,EU,2025-12-30 07:04:25.607776
e021a298-ff50-4e17-9729-3243682b53f9,MID_MARKET,47,NA,2025-12-30 07:04:25.607795
0cfa2d7f-63b9-4f0d-a367-5853b112cc58,ENTERPRISE,72,NA,2025-12-30 07:04:25.607814
eb2e7702-8417-474a-a6ab-b0cd096365f3,SMB,10,EU,2025-12-30 07:04:25.607834
37885864-41fa-41f8-92b7-6485c9c86808,MID_MARKET,31,NA,2025-12-30 07:04:25.607856
68626af3-aac4-4dab-872e-ab7fbdab95a7,ENTERPRISE,96,EU,2025-12-30 07:04:25.607875
af6eb72d-d984-4d95-bd50-161f8b82b95e,SMB,7,NA,2025-12-30 07:04:25.607895
63b0d200-b3ec-4688-a68b-8dec26e798cb,ENTERPRISE,120,EU,2025-12-30 07:04:25.607914
ee93b508-b88b-4103-acad-42e555ffbc5f,MID_MARKET,22,NA,2025-12-30 07:04:25.607933
a11adf4d-4af9-4234-80ff-023a8c99c358,MID_MARKET,41,EU,2025-12-30 07:04:25.607952
ab803c26-9d9c-4df5-849b-ef6ee5be2678,SMB,10,EU,2025-12-30 07:04:25.607971
b0c0e4ad-9fca-41cd-8788-1e14806d96f5,SMB,3,NA,2025-12-30 07:04:25.607990
db512448-e9d3-4ee8-8006-e9deb76e4475,SMB,6,NA,2025-12-30 07:04:25.608009
a78b6dab-5567-418b-948c-23e818398732,MID_MARKET,40,EU,2025-12-30 07:04:25.608028
a197088b-6ae3-43bc-9be9-3cdddc055a16,SMB,8,NA,2025-12-30 07:04:25.608047
fc19134c-cbe0-43b8-b37b-c3d221c0bdef,SMB,7,NA,2025-12-30 07:04:25.608066
bfb663b9-e339-40b2-b3da-a3a4defc2da2,SMB,6,NA,2025-12-30 07:04:25.608085
7e9a8898-af1c-4140-adbd-2107a85579bd,MID_MARKET,21,NA,2025-12-30 07:04:25.608104
f98dbc0e-4d40-498c-9176-3af31cfa148d,MID_MARKET,27,EU,2025-12-30 07:04:25.608123
c9c2db16-7790-4968-b8c9-deb8789c421a,ENTERPRISE,184,EU,2025-12-30 07:04:25.608142
eb329946-66fc-4793-adab-2eab4076322b,ENTERPRISE,99,NA,2025-12-30 07:04:25.608161
fb2ed1a6-a48d-4315-9bec-9009e47b0bb9,SMB,7,NA,2025-12-30 07:04:25.608180
e95aa3e2-6489-4fda-99a2-23262905f744,MID_MARKET,27,NA,2025-12-30 07:04:25.608199
cf1b185a-59dd-4ec4-be80-ed1c6bea67ad,SMB,7,EU,2025-12-30 07:04:25.608218
21742472-1b04-42ba-961d-13b965d75f8e,SMB,10,NA,2025-12-30 07:04:25.608236
26dfd701-cb1a-4dc3-8c6e-2eed6315876b,SMB,7,EU,2025-12-30 07:04:25.608255
b83634fa-c1b4-46a0-836e-b72e55fa2416,SMB,5,APAC,2025-12-30 07:04:25.608274
95aa4663-508a-4ed6-b192-8a1c987739b7,SMB,10,NA,2025-12-30 07:04:25.608293
fd0060f5-b0fb-43fd-83eb-57f9041d98be,SMB,10,NA,2025-12-30 07:04:25.608312
bd4a6eea-5d2a-432f-8a2c-4417672dddf2,MID_MARKET,13,NA,2025-12-30 07:04:25.608331
4467ee50-da7d-4d35-ac2c-6f2289615570,MID_MARKET,29,NA,2025-12-30 07:04:25.608350
65243f57-ef82-4cef-adb5-6d6250bb0242,SMB,9,EU,2025-12-30 07:04:25.608369
036b8eb1-7e54-47c1-a2ff-d79df6f45801,MID_MARKET,24,APAC,2025-12-30 07:04:25.608389
2feaee10-6f5e-403e-a376-58dc83f24604,SMB,10,NA,2025-12-30 07:04:25.608408
00b243a1-94cd-4a68-9bb2-1bb867f7d731,MID_MARKET,37,NA,2025-12-30 07:04:25.608431
49212efe-ca09-4419-bf08-738cf48e19c4,MID_MARKET,49,APAC,2025-12-30 07:04:25.608451
c658b810-f23a-4c39-94a3-c2eddfe979ad,SMB,6,EU,2025-12-30 07:04:25.608473
37672890-6a82-4ed3-842c-45af30cc0ec5,SMB,4,NA,2025-12-30 07:04:25.608493
b8e3d710-0004-4dca-8fbe-d12061df6797,SMB,4,NA,2025-12-30 07:04:25.608513
73c0d111-f914-47bd-8457-167671291728,SMB,10,NA,2025-12-30 07:04:25.608532
d98775c3-6374-47db-9d09-7e1894b53cae,SMB,7,EU,2025-12-30 07:04:25.608551
8c2ad9d7-792d-4031-861d-16f838b268e2,SMB,6,APAC,2025-12-30 07:04:25.608570
1765f9cf-8a94-489e-b17b-68b58c74d959,MID_MARKET,50,EU,2025-12-30 07:04:25.608588
1cdf70fd-e743-43c0-8c29-1b16a0c6e456,MID_MARKET,22,NA,2025-12-30 07:04:25.608607
52245b0f-2832-448a-86b5-09465b2eebb5,MID_MARKET,19,APAC,2025-12-30 07:04:25.608626
a8d51b5f-b285-4a36-8dce-f71a0c981062,MID_MARKET,14,NA,2025-12-30 07:04:25.608645
4d538698-3215-4f26-978e-4c210dea741d,MID_MARKET,48,EU,2025-12-30 07:04:25.608664
84b4b81a-2dc4-4b02-b1e0-b5d8ff3d9ce5,MID_MARKET,28,NA,2025-12-30 07:04:25.608683
761c2970-d11c-43c1-9e31-382aaaf0f6ff,SMB,7,EU,2025-12-30 07:04:25.608702
64058f67-bb3f-49d4-9bed-063a248f5d2b,ENTERPRISE,178,EU,2025-12-30 07:04:25.608721
6b5eeb96-6497-410e-8cb9-4dbbe9ea6b2f,SMB,3,APAC,2025-12-30 07:04:25.608740
be346a8b-1073-4c0d-81cd-1e516e9bc4c5,MID_MARKET,48,NA,2025-12-30 07:04:25.608759
3d0b7829-3280-4d41-9fe4-818685462052,SMB,3,APAC,2025-12-30 07:04:25.608779
a55f8599-a586-4ce9-87a4-3e6c2562057e,MID_MARKET,27,EU,2025-12-30 07:04:25.608798
b1191555-eadb-4ed1-a299-b5d9eb799f0a,MID_MARKET,21,EU,2025-12-30 07:04:25.608817
c022fde0-2ee6-4832-8cb2-a143dabee81b,MID_MARKET,27,NA,2025-12-30 07:04:25.608835
26cbf6db-c495-456f-ad87-b7cdaedaace4,MID_MARKET,50,APAC,2025-12-30 07:04:25.608854
b4bf3a2e-b7d0-4873-9b8e-0e2aad679be5,ENTERPRISE,170,NA,2025-12-30 07:04:25.608873
4531bfe7-9e4c-47fc-b042-c8e989c475b5,SMB,4,APAC,2025-12-30 07:04:25.608892
51c40c34-0cf6-49db-b5e0-775d073b18ca,SMB,10,NA,2025-12-30 07:04:25.608912
19651eda-2a5a-41f1-9b5d-c9e23f5926a5,ENTERPRISE,190,NA,2025-12-30 07:04:25.608931
53243221-d08f-4247-927b-43e42c260f93,SMB,7,NA,2025-12-30 07:04:25.608949
