experiment_id,account_id,experiment_name,variant,exposed_at
612e4be7-7361-4bdf-9a53-6a05b614b7c4,4358f548-f073-4278-baba-eea5a8e9784b,gamified_activation,control,2026-01-06 07:04:25.604117
b2bef010-4f8e-432b-b549-1b3d17a06739,31ef72a3-dab9-4f86-8655-4d744ab18ec2,guided_setup_flow,guided,2026-01-06 07:04:25.604136
c88df918-aa64-4577-8eca-f2c0fc4bb145,31ef72a3-dab9-4f86-8655-4d744ab18ec2,gamified_activation,gamified,2025-12-31 07:04:25.604136
8c195c66-ac27-4bd6-9963-2306d2e86faf,4cae12e7-f733-4631-a52b-4559c6365e76,guided_setup_flow,guided,2026-01-01 07:04:25.604156
4cb740e9-e762-4e58-9aaf-7b361e15a484,84e9eaa4-9616-4074-af72-22e5ece0c5cb,guided_setup_flow,guided,2026-01-02 07:04:25.604175
b5df0c16-ffce-4cd0-9bc2-79210ef8a14e,84e9eaa4-9616-4074-af72-22e5ece0c5cb,gamified_activation,control,2025-12-31 07:04:25.604175
f8945a97-a010-4c4d-b788-a88b01dff20f,9443b1d9-c44d-4f5e-ae61-13ad831190bc,guided_setup_flow,control,2026-01-02 07:04:25.604195
41a898a0-e7fa-4031-b790-5f9bd949be0d,9443b1d9-c44d-4f5e-ae61-13ad831190bc,gamified_activation,gamified,2025-12-30 07:04:25.604195
1c2d4806-528e-4c61-80e3-4432e3656191,43d81345-e79e-4513-9d63-a17a9468b2d4,guided_setup_flow,control,2026-01-03 07:04:25.604215
eca79182-870c-4984-a166-175e70936862,43d81345-e79e-4513-9d63-a17a9468b2d4,gamified_activation,gamified,2026-01-03 07:04:25.604215
94bbc802-b8c2-4dde-940f-827acb2baa3e,67879584-857c-4707-9a25-df18abb16c26,gamified_activation,control,2026-01-01 07:04:25.604241
a15ff6ef-b826-49f3-b012-ffcb06783e3a,97618a44-2a74-4839-bdc4-9a71271c8e4d,guided_setup_flow,control,2026-01-01 07:04:25.604266
4465a5fc-2618-4052-ac32-4541e968e661,97618a44-2a74-4839-bdc4-9a71271c8e4d,gamified_activation,gamified,2025-12-31 07:04:25.604266
b6575f2d-fa66-4d5d-a753-41398fda26fe,92ab3994-bc86-4cbb-b3dd-d6151f406db0,gamified_activation,control,2026-01-05 07:04:25.604293
7800cce4-2d52-450a-80e6-47e0ab0e0c79,5455e675-79bc-4bac-b157-e51a697380c7,gamified_activation,control,2025-12-30 07:04:25.604318
763f5845-714b-4257-81c1-c949a4971072,c581aeba-7720-4a08-9cef-8b749ecaaafb,guided_setup_flow,guided,2026-01-03 07:04:25.604344
9734422d-f51a-49c6-91e2-bc60c3fccfd3,76813d81-8e9c-4013-99f4-4dadb9706c90,guided_setup_flow,guided,2026-01-06 07:04:25.604368
03944ce8-3e8b-47f8-a285-098e4356d36d,bfffef5f-dfef-4ea0-a208-89c443a5a3df,guided_setup_flow,control,2025-12-31 07:04:25.604428
ef11aa72-a858-460d-ba51-11f2904f96db,7d3c3523-4720-4835-accf-81a294abf951,guided_setup_flow,guided,2026-01-05 07:04:25.604476
c9bd1995-7b43-4f7a-b9ef-b0ec1302d707,2f146201-33da-47df-9737-7fb3ebcf2643,gamified_activation,control,2025-12-31 07:04:25.604503
cefebda7-ac4f-4fa1-943a-a0b2cf0ac2c3,91dbdf48-9a5b-4cfa-a40a-087647783184,guided_setup_flow,guided,2025-12-31 07:04:25.604528
fd898c17-6e83-4af7-908d-f5a9d03c625b,1f4a6389-c585-4fbd-9f0d-6e602388c0a0,guided_setup_flow,control,2026-01-01 07:04:25.604599
129bc99a-ce6e-4e46-8b45-f55eeeadcd1b,1f4a6389-c585-4fbd-9f0d-6e602388c0a0,gamified_activation,gamified,2026-01-03 07:04:25.604599
46c87448-72cc-45f4-91d6-e1f6815fded4,d82648d9-f1bd-4ce3-ac55-0feeaa93f091,guided_setup_flow,guided,2026-01-02 07:04:25.604625
7a90cd1d-269c-4ec8-91fe-9aa000889362,d82648d9-f1bd-4ce3-ac55-0feeaa93f091,gamified_activation,gamified,2026-01-06 07:04:25.604625
77e9161d-b132-4bec-b39b-5455c07ce7b2,9d495559-ea30-43e9-846c-792591df618b,guided_setup_flow,guided,2026-01-06 07:04:25.604652
31a8ee11-7a57-4959-a39c-7edfc410c14e,9d495559-ea30-43e9-846c-792591df618b,gamified_activation,control,2025-12-31 07:04:25.604652
fd92230d-d136-4306-b37b-743df61c95a8,043368aa-5d6d-46a1-ad62-a8e8ff9f1633,guided_setup_flow,control,2025-12-30 07:04:25.604731
01f8ed76-065b-464d-af97-44ac3409b910,043368aa-5d6d-46a1-ad62-a8e8ff9f1633,gamified_activation,control,2026-01-01 07:04:25.604731
061c0f41-0e8f-415d-8a8c-f4be2dce6839,69fa4c57-9cd8-42cd-a4a1-5bc884c42225,gamified_activation,control,2025-12-30 07:04:25.604757
fea1f22a-45cd-43e5-87b3-013322f8435c,62f81dac-de96-4617-89c6-e524ed4dbfad,guided_setup_flow,guided,2026-01-05 07:04:25.604813
085b9eb4-8e7c-4e92-8430-1544de173cc1,62f81dac-de96-4617-89c6-e524ed4dbfad,gamified_activation,control,2026-01-05 07:04:25.604813
74833c1a-d62d-4349-bd83-08871d404b7c,25b6ab09-0c1f-47c4-9f93-d04b4357c819,gamified_activation,gamified,2026-01-01 07:04:25.604842
93e16b36-97d0-4019-8b04-23238488d9ea,e7712729-2831-4e73-978d-1b4fe441432e,guided_setup_flow,control,2026-01-06 07:04:25.604896
c5ec955d-3e07-4216-b2fb-fc1ca744c4e5,e7712729-2831-4e73-978d-1b4fe441432e,gamified_activation,control,2025-12-30 07:04:25.604896
4b75fd37-4105-4512-8bfb-1e402cb23726,d3f2c5fe-3ece-40dc-8843-f348cfff104e,gamified_activation,control,2026-01-05 07:04:25.604924
bc20b471-7328-412a-a600-608ebc340365,804cf479-48bb-4f04-a209-163107525f92,gamified_activation,control,2026-01-04 07:04:25.605010
5039f548-99ff-4541-8ad8-5fc82cc14462,63511a85-1646-4999-917d-4e52fa25a0d2,gamified_activation,control,2025-12-30 07:04:25.605039
576dd6e8-f78e-43ee-8c36-8a6649f9ab56,ac812723-171b-473d-b516-2d6084826405,guided_setup_flow,guided,2025-12-30 07:04:25.605068
c5fa5c6a-74e4-4723-8d6a-777047fa4c8e,9f79425e-5ee3-4b96-8183-6d476b867c27,guided_setup_flow,control,2026-01-04 07:04:25.605093
f3534010-24c6-4d17-a4bb-a7a3e861bad3,ffd6d3ea-64cb-4643-ac48-1c2e36236153,gamified_activation,gamified,2026-01-03 07:04:25.605117
dc260723-ba73-4e44-90cb-273fd42c8329,d4255099-8822-44c6-be67-04b410d04a09,gamified_activation,gamified,2025-12-31 07:04:25.605141
97a58e62-eb1a-4471-956f-3084b12564e6,e8aee661-bab3-4ab6-8ff0-f5b106c089d6,guided_setup_flow,control,2026-01-05 07:04:25.605166
dea7b364-c229-47fd-aeda-4e7b081ff04e,6f8eb8f5-087d-4922-ae65-325c8298ad22,guided_setup_flow,control,2025-12-31 07:04:25.605191
0d79147e-b316-4594-86c4-f9afa3ce2249,bbacb80c-316c-41e5-a540-458bbc598f7f,gamified_activation,control,2026-01-06 07:04:25.605279
832d6896-74cb-43fe-94be-020d81920a26,827cc43c-65bf-466b-a266-569b88a2fb7b,guided_setup_flow,control,2025-12-30 07:04:25.605358
6801f405-a26e-4dc4-9d48-8a361827b993,827cc43c-65bf-466b-a266-569b88a2fb7b,gamified_activation,gamified,2026-01-01 07:04:25.605358
10e62f3f-08e6-480b-9b04-0e888e1bc700,a8ddc23e-24f6-4031-a972-7992049bdf85,guided_setup_flow,guided,2026-01-03 07:04:25.605389
9f602338-688f-4d0d-bcee-91f7f8cf2d9e,a8ddc23e-24f6-4031-a972-7992049bdf85,gamified_activation,gamified,2026-01-02 07:04:25.605389
f9d96886-bb56-456d-a636-ed639b38c441,a56c4dfa-78bb-465e-a327-7a9dda70fe86,guided_setup_flow,control,2026-01-04 07:04:25.605439
f4a45c43-51d4-4d9a-a3f2-6572d62072eb,82a2d1a1-7fb5-4eb0-a28b-132ce18e8b30,guided_setup_flow,guided,2025-12-30 07:04:25.605468
efcd0d98-358b-40ad-9165-1f224a4cbb41,82a2d1a1-7fb5-4eb0-a28b-132ce18e8b30,gamified_activation,gamified,2026-01-06 07:04:25.605468
c293135a-1b4b-4ba3-94b6-761135fdc050,3bf76a1d-f49e-45bc-a147-b943b93b1d2a,gamified_activation,gamified,2026-01-03 07:04:25.605493
a30498a0-1e85-4a96-b331-e05f5ff2b873,1ad18eb2-9cea-4600-b437-1d1fd1623510,guided_setup_flow,control,2026-01-05 07:04:25.605526
4a151e1a-9a16-48f8-b78e-fcfa0815ef1c,2322a167-a331-4a36-af5d-d466eef4972b,gamified_activation,gamified,2026-01-02 07:04:25.605558
ff467724-88e1-479d-95ed-857035c8e896,964ba0eb-d742-424e-a8c3-a7cf8a03a2e2,guided_setup_flow,guided,2026-01-05 07:04:25.605585
3b78020b-8320-4870-9d83-c762e4fa5302,964ba0eb-d742-424e-a8c3-a7cf8a03a2e2,gamified_activation,control,2026-01-05 07:04:25.605585
e4a8fbe0-6fa5-432a-b3b3-12af1ee84a7e,872200e4-26c2-457d-ae93-7aba209f2220,gamified_activation,gamified,2026-01-04 07:04:25.605631
0d8d982c-4763-43bd-9006-8e8ac60778da,dbb3699a-90ea-444a-a6f6-22f7ca58f487,guided_setup_flow,guided,2026-01-04 07:04:25.605650
3dd3e477-93c2-434c-840a-ef368a60d2c7,dbb3699a-90ea-444a-a6f6-22f7ca58f487,gamified_activation,control,2026-01-02 07:04:25.605650
9b14ba50-2381-404e-bd79-571adf3fb3cf,68ee1408-23da-4214-a41a-0f41fe855cf0,guided_setup_flow,control,2026-01-01 07:04:25.605689
3f9b42e5-6a58-4737-8023-321c351354f4,68ee1408-23da-4214-a41a-0f41fe855cf0,gamified_activation,control,2025-12-30 07:04:25.605689
4733c3ca-ee49-4e17-b24e-82135b9318df,8da6be8b-c926-4f4e-b2a9-b8968ccb23d7,guided_setup_flow,guided,2025-12-31 07:04:25.605708
7f87dfe3-8b0d-4c08-afe8-59fa42c73baf,85ed88d8-e020-4026-87fb-3224324f9543,guided_setup_flow,guided,2026-01-04 07:04:25.605727
6481f350-8646-4ed9-b403-8213c77e07d3,ba8b15c6-c916-4539-bb83-9efa3ae64ab3,guided_setup_flow,guided,2026-01-04 07:04:25.605746
04a8d9c6-e4d6-41f8-af8b-f53d4e4f51a2,5abe8cb6-2f94-4631-8eb9-580cd1fad264,guided_setup_flow,guided,2026-01-06 07:04:25.605765
b276dfc4-e641-49c6-9d57-ec3759b6cf30,b210434e-cce5-49cf-bdf1-207fe9f3e77a,guided_setup_flow,guided,2026-01-02 07:04:25.605785
a8c19a3e-30dd-4d51-b6c2-7d190a500d0d,b210434e-cce5-49cf-bdf1-207fe9f3e77a,gamified_activation,control,2026-01-02 07:04:25.605785
4f59955b-8c33-475a-ac6d-a83f98546bfd,619233c2-d9ae-404c-a86e-4434c778b02a,guided_setup_flow,guided,2025-12-31 07:04:25.605826
e1da91e6-721d-4f21-b18c-47f9481a4754,4e8aeae2-1929-453d-9e54-52a5f4393815,gamified_activation,control,2026-01-06 07:04:25.605845
d5a8af10-fc87-4655-8262-f388b83baf88,073885d8-d654-45c0-9099-d3b41aecd8b0,gamified_activation,control,2026-01-04 07:04:25.605866
c1383d15-9a56-4b62-be33-b7311b694218,95b60ce5-b3c5-4ec0-a005-b6dec9c07a60,gamified_activation,control,2026-01-05 07:04:25.605885
4d2f00b1-8ed9-49bf-89cf-67201ae3ca0d,244f7cb1-e828-4c57-a5ea-3d96d6065c36,guided_setup_flow,guided,2025-12-30 07:04:25.605923
dcee61c5-e202-4114-9c40-043df8e7de67,244f7cb1-e828-4c57-a5ea-3d96d6065c36,gamified_activation,gamified,2026-01-03 07:04:25.605923
16b76804-6036-4ecf-bd04-278c16f98503,faf3a4c1-70e4-4341-af43-b6e45bf1cc99,guided_setup_flow,guided,2026-01-05 07:04:25.605942
37a0dde6-4058-486e-b972-17e126224003,8ed200bc-ac8e-4aa9-899d-38a486a9bcd7,guided_setup_flow,control,2026-01-05 07:04:25.605980
78aa248f-6167-49f1-ac68-6f580533eb58,8ed200bc-ac8e-4aa9-899d-38a486a9bcd7,gamified_activation,control,2026-01-02 07:04:25.605980
ff50be12-0598-4d51-95b3-d9f027482e9a,540c1edf-dce1-4fcd-8372-98292b6068c0,guided_setup_flow,guided,2026-01-03 07:04:25.606000
eaa2bc40-5fbd-4876-bcb1-7dfe5fb1515d,540c1edf-dce1-4fcd-8372-98292b6068c0,gamified_activation,gamified,2025-12-30 07:04:25.606000
dcdb7b2a-adee-47c5-b5be-ffb9f94ffcad,1f3e9bd1-ee17-488c-8b94-438b1bf5d908,gamified_activation,gamified,2025-12-31 07:04:25.606023
d963e1e3-a3a0-450d-ac13-9c1be53d41bf,a66cab4d-2b95-4325-a99b-83a9aa58a40b,gamified_activation,gamified,2026-01-04 07:04:25.606042
099ed4f9-d05b-4143-9c81-e76d4445e498,e45a9045-9c85-43c6-935d-a7e8190bb977,gamified_activation,control,2025-12-31 07:04:25.606061
198d4c3b-5505-4221-936a-9c7003674109,49b4ac93-73e2-4926-9cee-39ffce920205,gamified_activation,control,2026-01-01 07:04:25.606080
c2b9f5c1-7135-4980-bda4-8480c345f3e3,07dddda9-b653-4fe4-b039-e2423d712843,guided_setup_flow,control,2026-01-04 07:04:25.606101
d7ec0153-2c17-478a-8a77-1ae2adab0e5e,da4ff1db-2d87-4fbf-81be-4dda2318c488,guided_setup_flow,control,2025-12-30 07:04:25.606121
bd3c07cf-8808-438a-a1bc-f4ddede43d5d,da4ff1db-2d87-4fbf-81be-4dda2318c488,gamified_activation,control,2026-01-05 07:04:25.606121
f47af6db-ed2e-48f8-bfd1-e5d875ae462d,89227abf-b903-4689-9743-84c91a7942bb,gamified_activation,control,2026-01-01 07:04:25.606141
5bc68dc8-b5ba-4da4-ad91-df7c4ed5b636,cecf8bdb-ef8e-4b4d-98a2-4363cd59d760,gamified_activation,gamified,2025-12-31 07:04:25.606160
746074e4-5f88-4468-b3ae-7a05539a0ba7,24f08962-2343-40ce-a71d-dfac84f56610,guided_setup_flow,control,2025-12-31 07:04:25.606179
6e63bf2f-63fd-4fe8-9af3-2b756726037d,24f08962-2343-40ce-a71d-dfac84f56610,gamified_activation,gamified,2026-01-06 07:04:25.606179
5958b9cc-0cd1-4a15-8507-a693ac3258c7,8c95c32a-e09c-4b13-bb72-e994690ff506,guided_setup_flow,guided,2025-12-30 07:04:25.606198
80eeedcc-ccc8-4228-bab0-486e4ffcaa99,cfb76622-573c-4f42-80d8-03addcfe0d2b,guided_setup_flow,guided,2026-01-06 07:04:25.606217
301d8681-0491-46e9-a078-4ac69ab1c493,928858bd-3676-4149-85e2-b740a8f41fba,guided_setup_flow,guided,2026-01-01 07:04:25.606235
ed497b1d-3e99-4438-bcae-41dfdcb51cb6,6c2229a5-382f-4063-bf17-f64474acff82,guided_setup_flow,guided,2026-01-03 07:04:25.606255
98b07bc9-4f10-4759-b47f-de18e7c1f500,6c2229a5-382f-4063-bf17-f64474acff82,gamified_activation,gamified,2025-12-30 07:04:25.606255
a64e98f3-e655-4ee2-a8d2-26349845d95c,451067a2-e877-4383-814a-eb8dd0841fea,gamified_activation,gamified,2026-01-06 07:04:25.606293
97d0bc6f-efc6-48e2-9a61-fa96e9de17ab,8b5681bf-db18-4044-a91a-a28ac89b7547,guided_setup_flow,guided,2025-12-31 07:04:25.606312
2143e014-989f-4135-ba44-31cc5a41a635,b70061bd-5e72-43cb-9ce8-9853e7d458c1,gamified_activation,control,2026-01-03 07:04:25.606333
6fea689b-9d0d-4709-b318-b0ee3ca9c574,e5365e94-c950-4531-9acb-c4a5473ed45c,guided_setup_flow,control,2026-01-02 07:04:25.606352
cdd610a4-6586-4c36-a212-31b83518c52a,f5b21215-7ec6-424e-a07f-5f5d220b52cb,guided_setup_flow,control,2026-01-03 07:04:25.606391
415a2a59-b5df-47ed-bdf7-6ec62c44b6e7,f5b21215-7ec6-424e-a07f-5f5d220b52cb,gamified_activation,control,2026-01-05 07:04:25.606391
8e83220d-5a81-499f-9682-12bdce423a8b,967ceea9-96bf-418c-8d03-7a454495d4e5,gamified_activation,gamified,2026-01-02 07:04:25.606410
db87030c-f8ce-452c-8412-d97626af7d77,8d9aab53-2209-4c10-97b8-6e4c07e787fd,gamified_activation,gamified,2025-12-30 07:04:25.606455
a56e37ff-ef32-4e2f-8072-b63df4d05137,fcf64690-7c6f-4c90-bc0d-0ffd24d24491,guided_setup_flow,guided,2026-01-01 07:04:25.606493
59d986d9-34d7-47b6-b016-c51a4cfb12e2,fcf64690-7c6f-4c90-bc0d-0ffd24d24491,gamified_activation,control,2026-01-02 07:04:25.606493
e96a4b5c-7581-4680-bd6e-256da6f6bfb4,b3b2f567-2be1-4abb-8f9d-a2f16e714ad6,guided_setup_flow,control,2026-01-05 07:04:25.606514
fb7c00ac-0e1b-41ed-8884-6bed4c23703a,f4b126f4-98f0-489c-88bb-6be3eefada46,guided_setup_flow,guided,2026-01-06 07:04:25.606533
b33beda1-3130-4017-aa91-4343fe2a1e3d,07d1f935-605e-4739-a44e-99c0b1129dd2,gamified_activation,control,2026-01-02 07:04:25.606552
9cd67e33-1653-4bf5-9614-9782fba0408c,ece8319f-6c46-4050-8fde-a1db69dfb57d,guided_setup_flow,guided,2026-01-02 07:04:25.606571
3c5e2c08-4387-4b7d-9e89-3d04931b9beb,ece8319f-6c46-4050-8fde-a1db69dfb57d,gamified_activation,gamified,2026-01-01 07:04:25.606571
6b05a1ba-706f-4d13-9455-61bacff0d15b,7a4f89db-348b-44ab-861d-abc6d4e1ae5b,guided_setup_flow,control,2025-12-31 07:04:25.606590
f2de88d5-c703-41f6-8c45-a620b606fc8e,3b57cedd-4a6a-4d4b-bc58-230bbbf14761,guided_setup_flow,guided,2026-01-04 07:04:25.606632
1da0df03-8891-4f88-bda3-9fb616a77d02,3b57cedd-4a6a-4d4b-bc58-230bbbf14761,gamified_activation,control,2025-12-31 07:04:25.606632
cc13dca8-c774-41cf-b347-c2cb022660cb,575cce49-89da-4c53-9400-63d9a66b1f16,guided_setup_flow,guided,2026-01-03 07:04:25.606651
16957298-89c0-4db3-be11-6c928ca2c63f,575cce49-89da-4c53-9400-63d9a66b1f16,gamified_activation,gamified,2026-01-03 07:04:25.606651
7e5f8ee4-eab7-449a-82a4-f8185488dc27,2dbd1de9-ed7c-4245-bfa9-eddb6a42a570,guided_setup_flow,control,2026-01-03 07:04:25.606689
7e5e51c4-8637-4643-96bd-07470d96f85b,eef8a12e-63d6-4efb-8960-f9dcab689207,guided_setup_flow,control,2026-01-04 07:04:25.606708
10ed470a-0b32-4021-a9e4-b0ffee1657e5,eef8a12e-63d6-4efb-8960-f9dcab689207,gamified_activation,gamified,2026-01-03 07:04:25.606708
c99105fc-2899-4d11-a3bf-eab60ce22cb3,7c01b145-9098-4310-80f0-4cbdcd367b9a,gamified_activation,control,2026-01-01 07:04:25.606746
712fca61-45fb-4a48-b11b-e80edb035c02,f3925a5e-a01d-4c74-98d9-ee7bcd9fc22a,gamified_activation,gamified,2026-01-04 07:04:25.606784
f510328a-722c-4db3-b953-fca7655a5b92,3054de14-405b-4335-be85-8c865cb140d6,gamified_activation,control,2026-01-06 07:04:25.606802
2f3b2523-3741-4b5f-8431-1ba6f0404171,48d2297c-8bbf-4ba0-b1f8-a4e5935a0091,guided_setup_flow,guided,2026-01-02 07:04:25.606821
6372783f-3d5e-49f3-8f46-585ce86cb83f,ea42a979-8843-47f6-8d45-2072cdce328e,guided_setup_flow,control,2026-01-04 07:04:25.606840
12ee767a-97f7-4522-8ea0-d5ace8aca8c2,ea42a979-8843-47f6-8d45-2072cdce328e,gamified_activation,control,2026-01-02 07:04:25.606840
e7307899-3a4f-49ba-897a-c0583f422e0f,23ba38a4-ecfe-4a8f-bc2d-27f78f361d4c,guided_setup_flow,guided,2026-01-06 07:04:25.606859
4a7cad8d-0610-4aab-967e-f738923ce802,23ba38a4-ecfe-4a8f-bc2d-27f78f361d4c,gamified_activation,control,2026-01-01 07:04:25.606859
ffedee23-2184-4674-a124-a8b986de083b,b1f1ff57-5a78-49f6-a9a4-44afd3b127d6,guided_setup_flow,guided,2025-12-31 07:04:25.606878
b9e2288b-45d3-4522-aac3-ad205b862156,4eb48c7e-f00e-4f03-8e00-1cb35ca7fae8,guided_setup_flow,control,2026-01-01 07:04:25.606918
0517e3d0-5b55-4ed9-b5c3-87faf6e705b6,4eb48c7e-f00e-4f03-8e00-1cb35ca7fae8,gamified_activation,gamified,2026-01-02 07:04:25.606918
1068831c-58be-4a21-a08f-2f2d6c9e5d42,cc3221f6-d3bb-4e0a-8786-770b59a344f1,guided_setup_flow,control,2026-01-05 07:04:25.606956
fbeeb9b2-fcf0-4a9e-9417-3d70827feeac,cc3221f6-d3bb-4e0a-8786-770b59a344f1,gamified_activation,gamified,2026-01-05 07:04:25.606956
98a9e125-a387-461b-8ef6-8c68728f8009,6c4c24eb-b2b1-42c4-97b0-68c1c5e7b73f,gamified_activation,gamified,2026-01-05 07:04:25.606975
09d1216b-8702-4fd6-b707-a445eaa38d95,4ff24e15-ddb1-4a75-8a3b-639ed4c9ff51,gamified_activation,control,2026-01-05 07:04:25.607032
5b4b9bdc-522e-4baf-b590-c6f9de477282,3526df93-18b6-483b-9c90-6b3bd96de3ef,guided_setup_flow,guided,2026-01-01 07:04:25.607050
6940367b-e8ad-4b01-8d68-074f542ebb74,c234d3b1-a17f-45e0-9434-aab83b2da056,guided_setup_flow,control,2026-01-05 07:04:25.607070
f49b525e-029a-4b7c-bfac-041e70adaaef,c234d3b1-a17f-45e0-9434-aab83b2da056,gamified_activation,gamified,2025-12-31 07:04:25.607070
c7e546a2-45bb-467c-a7b5-c8ac77af3889,90eb2b37-d5a6-471d-9cba-ac5397c624e8,gamified_activation,gamified,2026-01-06 07:04:25.607107
e282c07e-e1ba-48df-a60b-b1b7a4440310,464a9136-2f15-4812-98f5-e597c615eaff,gamified_activation,gamified,2026-01-03 07:04:25.607146
06629aac-b0fe-4a27-862f-733c06ad1f75,f18999ff-504d-4e1b-aef4-57ad19370125,guided_setup_flow,control,2026-01-01 07:04:25.607164
8c0f6a1e-1874-4d7b-b756-2de8f2cc33e4,9e24dadd-21b2-4686-82ec-1f461fb3acd0,guided_setup_flow,control,2025-12-31 07:04:25.607202
64931646-284c-45ce-9571-865e74ffc595,7d5a6c47-f39e-438a-9a77-8680f7593a46,gamified_activation,control,2026-01-02 07:04:25.607221
dc2b6060-3a21-4174-bd08-b2d10fb0e23c,984fa6b6-1a8b-4412-a245-a596e86e553e,guided_setup_flow,guided,2026-01-05 07:04:25.607243
25b375a8-5972-4353-90f1-693e367dea57,984fa6b6-1a8b-4412-a245-a596e86e553e,gamified_activation,control,2026-01-04 07:04:25.607243
3d652c80-4bc0-40dd-a044-a7d2e50f591c,453e7b74-7768-49e6-a752-67550b646c28,guided_setup_flow,control,2026-01-01 07:04:25.607262
